Room,Start,End,Condition,MoveItem,Repeat,Block
Room_90,A,B,stay,no,B,1
Room_68,A,B,stay,yes,B,1
Room_23,B,A,stay,no,B,1
Room_100,A,B,stay,yes,B,1
Room_95,B,A,stay,no,B,1
Room_104,B,A,stay,yes,B,1
Room_19,A,B,stay,yes,B,1
Room_27,A,B,stay,no,B,1
Room_43,B,A,stay,yes,B,1
Room_59,B,A,stay,yes,B,1
Room_28,B,A,stay,no,B,1
Room_38,B,A,stay,no,B,1
Room_22,A,B,stay,yes,B,1
Room_110,A,B,stay,no,B,1
Room_30,B,A,stay,yes,B,1
Room_76,A,B,stay,no,B,1
Room_54,A,B,walk,yes,B,2
Room_112,A,B,walk,no,B,2
Room_62,A,B,walk,no,B,2
Room_91,B,A,walk,no,B,2
Room_109,A,B,walk,yes,B,2
Room_17,B,A,walk,yes,B,2
Room_9,A,B,walk,yes,B,2
Room_99,B,A,walk,no,B,2
Room_64,A,B,walk,no,B,2
Room_101,B,A,walk,yes,B,2
Room_15,B,A,walk,yes,B,2
Room_65,B,A,walk,no,B,2
Room_60,B,A,walk,yes,B,2
Room_106,A,B,walk,yes,B,2
Room_39,B,A,walk,no,B,2
Room_18,A,B,walk,no,B,2
Room_44,A,B,stay,yes,B,3
Room_1,B,A,stay,yes,B,3
Room_83,A,B,stay,yes,B,3
Room_58,A,B,stay,no,B,3
Room_14,A,B,stay,no,B,3
Room_97,B,A,stay,no,B,3
Room_56,A,B,stay,yes,B,3
Room_74,B,A,stay,no,B,3
Room_77,A,B,stay,no,B,3
Room_2,B,A,stay,no,B,3
Room_73,B,A,stay,yes,B,3
Room_5,B,A,stay,yes,B,3
Room_86,B,A,stay,yes,B,3
Room_98,A,B,stay,no,B,3
Room_94,B,A,stay,no,B,3
Room_8,A,B,stay,yes,B,3
Room_103,A,B,walk,yes,B,4
Room_3,A,B,walk,no,B,4
Room_34,B,A,walk,yes,B,4
Room_118,B,A,walk,no,B,4
Room_69,A,B,walk,yes,B,4
Room_75,B,A,walk,no,B,4
Room_29,A,B,walk,yes,B,4
Room_37,B,A,walk,no,B,4
Room_81,B,A,walk,yes,B,4
Room_57,B,A,walk,yes,B,4
Room_87,B,A,walk,no,B,4
Room_107,B,A,walk,yes,B,4
Room_116,A,B,walk,no,B,4
Room_80,A,B,walk,yes,B,4
Room_47,A,B,walk,no,B,4
Room_117,A,B,walk,no,B,4
