Room,Start,End,Condition,MoveItem,Repeat,Block
Room_47,A,A,stay,no,A,1
Room_89,B,B,stay,no,A,1
Room_119,A,A,stay,yes,A,1
Room_109,B,B,stay,no,A,1
Room_56,A,A,stay,no,A,1
Room_61,A,A,stay,yes,A,1
Room_58,B,B,stay,yes,A,1
Room_80,B,B,stay,yes,A,1
Room_33,A,B,stay,no,A,1
Room_38,B,A,stay,yes,A,1
Room_57,A,B,stay,yes,A,1
Room_23,B,A,stay,no,A,1
Room_99,A,B,stay,no,A,1
Room_65,B,A,stay,yes,A,1
Room_103,B,A,stay,no,A,1
Room_8,A,B,stay,yes,A,1
Room_85,B,B,walk,no,A,2
Room_98,A,A,walk,yes,A,2
Room_9,A,A,walk,yes,A,2
Room_18,B,B,walk,yes,A,2
Room_41,B,B,walk,no,A,2
Room_44,B,B,walk,yes,A,2
Room_26,A,A,walk,no,A,2
Room_101,A,A,walk,no,A,2
Room_77,B,A,walk,yes,A,2
Room_1,B,A,walk,no,A,2
Room_83,A,B,walk,no,A,2
Room_63,B,A,walk,yes,A,2
Room_50,A,B,walk,no,A,2
Room_34,B,A,walk,yes,A,2
Room_31,A,B,walk,yes,A,2
Room_2,A,B,walk,no,A,2
Room_35,B,B,stay,yes,A,3
Room_25,A,A,stay,no,A,3
Room_37,B,B,stay,yes,A,3
Room_102,B,B,stay,yes,A,3
Room_19,A,A,stay,no,A,3
Room_20,A,A,stay,no,A,3
Room_12,B,B,stay,no,A,3
Room_88,A,A,stay,yes,A,3
Room_72,A,B,stay,no,A,3
Room_97,B,A,stay,no,A,3
Room_81,B,A,stay,yes,A,3
Room_100,A,B,stay,no,A,3
Room_110,B,A,stay,yes,A,3
Room_79,A,B,stay,no,A,3
Room_95,A,B,stay,yes,A,3
Room_113,B,A,stay,yes,A,3
Room_28,B,B,walk,yes,A,4
Room_75,A,A,walk,no,A,4
Room_69,A,A,walk,no,A,4
Room_17,B,B,walk,yes,A,4
Room_76,A,A,walk,yes,A,4
Room_21,B,B,walk,no,A,4
Room_7,A,A,walk,yes,A,4
Room_11,B,B,walk,no,A,4
Room_52,B,A,walk,no,A,4
Room_82,A,B,walk,no,A,4
Room_59,B,A,walk,yes,A,4
Room_5,A,B,walk,yes,A,4
Room_120,A,B,walk,no,A,4
Room_66,B,A,walk,no,A,4
Room_96,A,B,walk,yes,A,4
Room_6,B,A,walk,yes,A,4
Room_91,A,A,stay,no,A,5
Room_105,B,B,stay,no,A,5
Room_13,B,B,stay,no,A,5
Room_30,A,A,stay,yes,A,5
Room_51,B,B,stay,yes,A,5
Room_46,A,A,stay,no,A,5
Room_68,A,A,stay,yes,A,5
Room_48,B,B,stay,yes,A,5
Room_14,A,B,stay,yes,A,5
Room_55,B,A,stay,no,A,5
Room_78,A,B,stay,no,A,5
Room_73,A,B,stay,yes,A,5
Room_49,B,A,stay,no,A,5
Room_115,B,A,stay,yes,A,5
Room_93,A,B,stay,yes,A,5
Room_111,B,A,stay,no,A,5
Room_62,A,A,walk,no,A,6
Room_32,A,A,walk,yes,A,6
Room_107,A,A,walk,yes,A,6
Room_106,B,B,walk,no,A,6
Room_112,B,B,walk,no,A,6
Room_24,B,B,walk,yes,A,6
Room_42,B,B,walk,yes,A,6
Room_70,A,A,walk,no,A,6
Room_39,A,B,walk,yes,A,6
Room_104,A,B,walk,no,A,6
Room_60,A,B,walk,no,A,6
Room_15,B,A,walk,yes,A,6
Room_118,B,A,walk,yes,A,6
Room_54,A,B,walk,yes,A,6
Room_43,B,A,walk,no,A,6
Room_87,B,A,walk,no,A,6
Room_29,A,A,stay,yes,A,7
Room_22,B,B,stay,no,A,7
Room_16,B,B,stay,no,A,7
Room_4,B,B,stay,yes,A,7
Room_67,B,B,stay,no,A,7
Room_92,A,A,stay,no,A,7
Room_71,A,A,stay,yes,A,7
Room_27,A,A,stay,yes,A,7
Room_10,B,A,stay,no,A,7
Room_74,A,B,stay,no,A,7
Room_108,A,B,stay,yes,A,7
Room_3,B,A,stay,yes,A,7
Room_116,B,A,stay,yes,A,7
Room_40,B,A,stay,no,A,7
Room_86,A,B,stay,yes,A,7
Room_94,A,B,stay,no,A,7
Room_117,A,A,walk,yes,A,8
Room_53,B,B,walk,no,A,8
Room_45,B,B,walk,yes,A,8
Room_90,B,B,walk,no,A,8
Room_114,A,A,walk,no,A,8
Room_64,B,B,walk,yes,A,8
Room_36,A,A,walk,no,A,8
Room_84,A,A,walk,yes,A,8
Room_16,A,B,walk,yes,B,8
Room_102,B,A,walk,yes,B,8
Room_10,A,B,walk,no,B,8
Room_63,B,A,walk,no,B,8
Room_113,A,B,walk,yes,B,8
Room_78,B,A,walk,no,B,8
Room_119,A,B,walk,yes,B,8
Room_50,B,A,walk,no,B,8
